timestamp,air_flow01,air_flow02,air_flow03,air_flow04,air_flow05,air_flow06,air_flow07,amina_flow,column_level01,column_level02,column_level03,column_level04,column_level05,column_level06,column_level07,iron_conc,iron_feed,ore_pulp_density,ore_pulp_flow,ore_pulp_ph,silica_conc,silica_feed,starch_flow,iron_minus_silica,feed_diff_divide_silica,total_column_level,total_air_flow,silica_conc_lagged,silica_conc_cluster
2017-09-05 23:00:00,299.93191851851856,299.9497777777778,299.90311481481484,298.77822222579204,299.9752833333334,299.4962925925926,299.7937314814815,630.3681250000001,399.6869314814815,418.83026666666666,,349.5569203703704,350.6799277777778,369.9181481481481,350.2948074074074,63.73835844567815,56.09333333333333,1.7445606666666666,410.0,9.564083537037035,11.713022335543368,12.46,3564.6864600000004,43.633333333333326,3.501872659176029,2638.4783592592594,2097.8283407443105,3.57344167866926,"(12.191, 15.166]"
2017-09-06 02:00:00,299.93081296296293,299.80735462962963,299.9545611111111,295.9414998347843,300.0,299.6959722222222,299.8123037037037,526.8506398148148,400.0346092592592,420.95245,399.6108388888889,349.46163333333334,,357.0396703703704,349.3273222222222,64.06666666666666,55.88,1.613680814814815,410.0,9.2367725,10.097470100600393,12.82,3519.8527592592595,43.06,3.358814352574103,2625.7914685185187,2095.142504464414,3.397922238220371,"(12.191, 15.166]"
2017-09-06 05:00:00,299.6753166666667,299.44336481481486,299.8874333333333,296.4895293534541,300.0,299.86097037037035,299.5070277777777,571.5892055555555,399.2101074074074,409.5407962962963,397.9511240740741,347.70743226120857,348.22419629629627,353.80990185185186,348.63159814814816,64.37,52.25333333333333,1.6785642037037034,404.7104779799115,9.571580388888888,11.359658553083314,18.546666666666667,3403.4702777093407,33.70666666666666,1.8173975557153128,2605.0751563352824,2094.863642316417,3.33,"(9.198, 12.191]"
2017-09-06 08:00:00,299.0855861111111,299.9788185185185,299.92045185185185,297.0375588721232,300.0,300.0,296.2272185185185,537.6745453703703,422.4672407407408,603.4980824074077,,357.3782288499026,350.5741425925926,358.05572314814816,361.3029574074074,65.29,45.0,1.6848654629629631,396.4415175010178,9.518191435185186,11.825831119771975,30.0,2890.288616086957,15.0,0.5,2926.710550146199,2092.249633872123,3.1666666666666665,"(9.198, 12.191]"
2017-09-06 11:00:00,299.9596814814815,299.9431055555556,299.90120185185185,297.58558839079296,300.0,300.0,300.0,475.7804388888889,400.5642055555556,599.9109092592593,399.0855425925926,349.41251296296304,348.6551148148148,351.37305555555554,350.4128962962963,65.41,45.0,1.6209697962962963,400.9799407407407,9.514626777777778,11.802973163815148,30.0,2353.2546875925927,15.0,0.5,2799.414237037037,2097.389577279682,1.7633333333333334,"(12.191, 15.166]"
2017-09-06 14:00:00,299.93336851851853,299.89242870370373,299.89200000000005,298.1336179094622,300.0,300.0,300.0,417.6682666666666,399.6080898148148,569.6488861111111,399.366500925926,348.9214222222222,349.6603731481481,350.6489916666667,349.6909611111111,65.47000000000001,48.36666666666667,,382.0791407407408,9.132529305555556,13.357651982839798,24.73333333333333,3176.103164814815,23.633333333333336,0.955525606469003,2767.5452249999994,2097.8514151316845,1.5433333333333332,"(9.198, 12.191]"
2017-09-06 17:00:00,299.8153148148148,299.6656018518518,299.9282888888889,298.68164742813167,300.0,300.0,298.0413169753087,558.296286111111,,400.34972314814814,400.36549259259255,350.5324351851852,350.37946111111114,351.9236185185185,350.29776481481485,64.69,55.1,1.7454254074074074,397.2967527091908,9.141504481481482,12.722329085599673,14.199999999999998,3390.960829814816,40.900000000000006,2.880281690140846,2603.585710185185,2096.132169958996,1.4966666666666668,"(12.191, 15.166]"
2017-09-06 20:00:00,299.8680055555556,299.96828703703704,299.9218777777778,299.22967694680136,300.0,300.0,300.0,590.2169148148148,400.14905,399.0574185185185,400.2662277777778,349.6601425925926,349.5444,350.2811814814815,349.0960833333333,64.77,55.1,1.7128892037037036,410.0,9.179730518518518,10.976048464978808,14.199999999999998,3444.267573148148,40.900000000000006,2.880281690140846,2598.054503703704,2098.987847317172,2.183333333333333,"(12.191, 15.166]"
2017-09-06 23:00:00,299.9297,299.9832481481481,,299.77770646547054,300.0,300.0,300.0,631.4168824074073,399.64429814814815,399.268625,399.5987037037037,351.0451296296296,350.10186851851853,350.9809648148148,349.8708259259259,65.56,56.38666666666666,1.7620783703703704,,9.439829185185184,12.106023029070252,12.406666666666666,3581.0989279321,43.98,3.5448683503492746,2600.510415740741,2099.604249058063,2.486666666666667,"(12.191, 15.166]"
2017-09-07 02:00:00,299.90634074074075,299.7322740740741,299.96796111111115,300.0,300.0,,297.5665851851852,516.1510074074074,399.7675648148149,417.3178990740741,,351.33096851851855,350.6051092592593,,349.15050925925925,64.62,58.96,1.641372111111111,407.49579960317465,9.343211037037038,11.134580777905262,8.82,2974.4304600123464,50.14,5.684807256235827,2620.2961027777783,2097.173161111112,1.68,"(9.198, 12.191]"
2017-09-07 05:00:00,299.91630740740743,299.6015277777778,299.9303018518519,300.0,300.0,300.0,300.0,558.5956435185185,400.3654018518519,400.5807685185185,399.6214722222223,351.41516666666666,349.55337777777777,352.2730592592593,350.6443259259259,65.44666666666667,58.20666666666667,1.6516533703703704,408.25012789351854,9.467294203703704,10.504754335747728,9.763333333333334,2951.562427777779,48.443333333333335,4.96176169341072,2604.453572222222,2099.448137037037,2.4266666666666663,"(9.198, 12.191]"
2017-09-07 08:00:00,299.9164351851852,299.8785351851852,299.89497962962963,300.0,300.0,300.0,300.0,460.25907592592586,404.9499314814814,455.2083703703704,403.1130611111111,350.1936666666668,348.4838574074074,352.290375925926,350.63839259259265,64.70333333333333,56.70000000000001,1.5852721944444446,395.0808657407409,9.361425055555555,10.34560588966983,11.65,2575.942137518519,45.05000000000001,3.866952789699572,2664.8776555555555,2099.68995,1.58,"(15.166, 18.141]"
2017-09-07 11:00:00,299.9492555555556,299.910812962963,299.95114074074075,300.0,300.0,300.0,295.2307172839506,524.07315,399.8780074074074,500.1108925925926,399.9223185185185,350.4232814814815,349.71035185185184,350.65396481481486,349.39034444444445,65.23,56.70000000000001,1.6508649074074075,407.7792898148148,9.494712555555555,11.90965377624709,11.65,3317.144151851852,45.05000000000001,3.866952789699572,2700.0891611111115,2095.04192654321,1.84,"(9.198, 12.191]"
2017-09-07 14:00:00,299.91318333333334,299.9789962962963,299.8897518518518,300.0,300.0,300.0,297.4700216049383,587.1436768518519,400.1254055555555,500.635887037037,399.15209074074073,349.322337037037,348.838824074074,349.7342796296296,349.83972222222224,64.23,56.49666666666667,1.677167388888889,410.0,9.38953211111111,10.674083772207084,13.03,3311.003366351852,43.46666666666667,3.335891532361218,2697.6485462962964,2097.25195308642,2.1833333333333336,"(9.198, 12.191]"
2017-09-07 17:00:00,299.8398240740741,299.8174333333333,,300.0,300.0,300.0,300.0,532.3882555555556,399.81660185185183,500.35297777777777,400.05927592592593,276.67243348392964,350.6793685185185,,348.034562962963,64.99333333333334,56.09,1.6343367962962965,410.0,9.314308277777778,12.756853026596536,15.79,3010.3291455555554,40.3,2.5522482583913875,2625.7556445950404,2099.573512962963,2.3666666666666667,"(9.198, 12.191]"
2017-09-07 20:00:00,299.86081296296294,299.90638333333334,299.9432277777778,300.0,300.0,300.0,300.0,511.7778092592593,400.1977925925926,,400.2482296296296,376.9344618864424,350.8803546296296,350.1802388888889,349.76341666666667,65.79666666666667,56.09,1.642794185185185,410.0,9.375838185185186,12.45573053795496,15.79,3185.2692559259267,40.3,2.5522482583913875,2728.330925775332,2099.710424074074,2.033333333333333,"(9.198, 12.191]"
2017-09-07 23:00:00,299.8132,300.0,299.9448925925926,300.0,,300.0,,509.6561268518519,399.7255740740741,455.426762962963,,,350.0354333333333,354.9559296296296,350.7472925925926,66.02666666666667,57.336666666666666,1.6453141666666664,410.0,9.134923092592592,12.718577393596703,13.046666666666669,3432.5292120370377,44.29,3.3947368421052624,2647.268173148148,2097.0881481481483,1.5066666666666668,"(12.191, 15.166]"
2017-09-08 02:00:00,299.85598518518515,299.7228203703704,299.8899851851852,299.98182407407404,300.0,300.0,299.74722962962966,584.7049564814815,399.7523185185185,439.0163324074074,,360.8920666666667,361.4236777777778,367.0574666666666,361.08266296296296,65.48666666666666,59.830000000000005,1.7096817037037038,410.0,9.41887225925926,8.656955928712653,7.56,3366.010835185185,52.27,6.914021164021165,2688.921973148148,2099.1978444444444,1.3766666666666667,"(9.198, 12.191]"
2017-09-08 05:00:00,299.9250092592593,299.7111925925926,299.914912962963,299.9360185185185,299.8990055555556,,299.8303907407408,449.1893537037037,426.671312037037,466.3920657407408,408.16230740740747,414.4022962962963,412.64733796296304,400.3198314814815,,65.78666666666668,59.68333333333334,1.678433351851852,396.4442111111112,9.521800185185183,10.216698100426576,7.62,2740.198477777778,52.06333333333334,6.832458442694664,2928.121550925926,2099.17185,1.9666666666666668,"(9.198, 12.191]"
