status_time,inp_quantity,cu_content,outp_quantity,inp_avg_hardness,rec_ph,rec_percent,total_cu
2020-04-30 23:59:58,147.0,0.0800212043318769,159.0,0.4695661173289617,9.872033759818311,0.9498721475706932,12.085576200376194
2020-05-01 00:14:59,230.0,0.0800212043318769,239.0,0.4945806802574192,10.287973415931049,0.9469355197523107,18.1102060509356
2020-05-01 00:29:56,252.0,0.0800212043318769,247.0,0.4992216262509987,10.00690844017911,0.949157457887038,18.76032255153377
2020-05-01 00:45:04,248.0,0.0800212043318769,247.0,0.5091129876511508,9.862207957492242,0.9495080010388741,18.76725112017328
2020-05-01 01:00:00,236.0,0.0799765781644676,241.0,0.4779436622467206,9.559136998347261,0.9496583915866872,18.30405328881034
2020-05-01 01:15:03,257.0,0.0799765781644676,256.0,0.48057863190578,10.11473528266664,0.9486599052452361,19.422866704215565
2020-05-01 01:29:58,245.0,0.0799765781644676,246.0,0.4921654499044028,9.59396802815673,0.949684543496697,18.684319950639377
2020-05-01 01:45:03,264.0,0.0799765781644676,261.0,0.4896977781944342,10.729432501955198,0.9401222025159548,19.62400452836753
2020-05-01 01:59:55,242.0,0.0798248384717577,244.0,0.4788500604173549,10.909156901252572,0.9362488398541414,18.23556262821748
2020-05-01 02:15:00,249.0,0.0798248384717577,245.0,0.4861956756707005,9.458603797064445,0.9491212353916152,18.562045079786447
2020-05-01 02:29:56,250.0,0.0798248384717577,248.0,0.4843841761903145,10.479312595206661,0.9445494831552186,18.69883046051899
2020-05-01 02:44:58,251.0,0.0798248384717577,255.0,0.49505390124221,9.82223729938226,0.9498439724695318,19.334391127317026
2020-05-01 03:00:04,252.0,0.0798799210747103,252.0,0.501967871961853,9.92011140273483,0.949489543427609,19.112977747145553
2020-05-01 03:14:57,257.0,0.0798799210747103,253.0,0.4651167507358646,10.813991595731652,0.9383904434182712,18.964514303051015
2020-05-01 03:29:57,259.0,0.0798799210747103,265.0,0.4867786320873289,8.677590145494717,0.9381919458439508,19.859815125540074
2020-05-01 03:45:01,245.0,0.0798799210747103,245.0,0.4843198468673811,8.717823249253852,0.939078140027232,18.378304488548455
2020-05-01 04:00:03,246.0,0.0799292646463562,242.0,0.4865145388456516,8.550545993600814,0.9352337492234041,18.090116095187298
2020-05-01 04:15:04,250.0,0.0799292646463562,250.0,0.4763168432152114,10.581549613869845,0.9429422885491109,18.842170931920666
2020-05-01 04:29:58,248.0,0.0799292646463562,250.0,0.490127585062351,10.445391877374625,0.9449970178200073,18.88322918183819
2020-05-01 04:44:59,251.0,0.0799292646463562,249.0,0.4833252417305037,10.675030370617048,0.941235004260204,18.732823215732086
2020-05-01 05:00:00,247.0,0.0798761342656851,249.0,0.4728221074852609,10.94654585558191,0.9353489224998571,18.603301973596757
2020-05-01 05:15:00,252.0,0.0798761342656851,255.0,0.4800820661849408,10.49789641054181,0.944289197399128,19.233673532857637
2020-05-01 05:30:02,271.0,0.0798761342656851,271.0,0.4782907970673371,9.65369840563233,0.9499361634377069,20.562728932871195
2020-05-01 05:45:04,245.0,0.0798761342656851,240.0,0.4749252688776221,10.451322940716139,0.9449902889218533,18.11572108744572
2020-05-01 05:59:57,258.0,0.0797493301773349,264.0,0.4814025068048132,8.795686064672333,0.940680230971605,19.804915239396195
2020-05-01 06:15:01,269.0,0.0797493301773349,264.0,0.4811436654056231,10.09980255331881,0.948767077522051,19.975174276646463
