batch_id,datetime,filter_infeed,filter_trough_lvl,reactor_P,reactor_acid_total,reactor_agitator_speed,reactor_temp,reactor_phase,filter_phase
0,2017-03-27 00:02:00,-0.1504271652593295,-0.4382002785082357,0.0,0.0,-2.210737993954426,0.0,reactor,
0,2017-03-27 00:03:00,-1.51220960192624,-0.0264758332576448,0.544865069487942,10.0,-3.48332822749152,1.81621689829314,reactor,
0,2017-03-27 00:04:00,1.6829670930014893,0.1059781090835963,0.9709212773935848,20.0,-3.996372135890381,3.2364042579786165,reactor,
0,2017-03-27 00:05:00,-0.0059329737474461,-0.6639734616630548,1.185266259689607,30.0,-3.637999522083895,3.9508875322986903,reactor,
0,2017-03-27 00:06:00,0.930157218238392,-0.7445071968058037,1.1411616865425305,40.0,-2.486354214063524,3.803872288475101,reactor,
0,2017-03-27 00:07:00,0.1181132113420204,0.5532019909895288,0.8482246437587581,50.0,-0.7925546550083905,2.82741547919586,reactor,
0,2017-03-27 00:08:00,-0.6007327628832967,-0.1248604506504024,0.3703306089884412,60.0,1.0740629494240903,1.2344353632948042,reactor,
0,2017-03-27 00:09:00,1.778572331685489,-1.6388289646557426,-0.1883147172976728,70.0,2.706479091082077,-0.6277157243255763,reactor,
0,2017-03-27 00:10:00,1.5372685766657792,0.504090591558353,-0.705897662392137,80.0,3.7487423348676607,-2.35299220797379,reactor,
0,2017-03-27 00:11:00,0.423510498339659,0.0916508029778355,-1.069558283669379,90.0,3.973585204119853,-3.5651942788979314,reactor,
0,2017-03-27 00:12:00,2.6803934476288904,-0.718414759441168,-1.19999969308175,100.0,3.3319802848481466,-3.999998976939167,reactor,
0,2017-03-27 00:13:00,-1.1418748267352703,0.7075255464250487,-1.0687788939621312,110.0,1.963830746319594,-3.562596313207104,reactor,
0,2017-03-27 00:14:00,0.3268847199754786,-0.832390200045819,-0.7045088303811939,120.0,0.16746418971385,-2.348362767937313,reactor,
0,2017-03-27 00:15:00,-0.6365353395551296,1.1814478095261365,-0.1866192804365436,130.0,-1.665418251006842,-0.6220642681218121,reactor,
0,2017-03-27 00:16:00,-0.9250814549091138,-0.6300024324207041,0.3719629574772767,140.0,-3.135153084107065,1.2398765249242558,reactor,
0,2017-03-27 00:17:00,1.0692001981929808,1.0443750221368684,0.8494379671920279,150.0,-3.9212618422984105,2.831459890640093,reactor,
0,2017-03-27 00:18:00,-0.7873149433902014,1.3528519624260942,1.141691417444891,160.0,-3.852332020227286,3.8056380581496376,reactor,
0,2017-03-27 00:19:00,0.5127849427501395,1.2712473892288116,1.1849968892333154,170.0,-2.943393896301952,3.949989630777718,reactor,
0,2017-03-27 00:20:00,-0.3165865009041285,-0.4068416324250929,0.9699115423174196,180.0,-1.3926431519849929,3.2330384743913987,reactor,
0,2017-03-27 00:21:00,0.5464831880078723,0.2074586253450012,0.5433351444399336,190.0,0.4617760723709252,1.811117148133112,reactor,
0,2017-03-27 00:22:00,-0.491508307361703,1.178465369652204,-0.0017165119620689,200.0,2.2155041485203744,-0.0057217065402298,reactor,
0,2017-03-27 00:23:00,-2.3784066594524504,-1.2180439560215917,-0.5463938796758693,210.0,3.4861373440162744,-1.8213129322528976,reactor,
0,2017-03-27 00:24:00,0.3589225195942978,-0.0340200407113338,-0.9719290258469412,220.0,3.996611681189033,-3.2397634194898046,reactor,
0,2017-03-27 00:25:00,0.3079304702522833,0.8519859536204142,-1.1855332049472338,230.0,3.635617262849848,-3.951777349824113,reactor,
0,2017-03-27 00:26:00,-0.3388482301262921,0.9951570264231644,-1.140629620684816,240.0,2.4818696064400267,-3.802098735616053,reactor,
0,2017-03-27 00:27:00,1.4766327446850869,-0.2578773700921659,-0.847009584754887,250.0,0.7869455761915297,-2.82336528251629,reactor,
0,2017-03-27 00:28:00,-0.5599146707286407,-0.093614131703353,-0.3686975027582188,260.0,-1.0795734291622934,-1.228991675860729,reactor,
0,2017-03-27 00:29:00,-0.0880200882545036,-1.050281262691247,0.1900097688440271,270.0,-2.710689401185661,0.6333658961467571,reactor,
0,2017-03-27 00:30:00,0.7561435190287542,-1.2372051117036675,0.7072850500507627,280.0,-3.7507344092348927,2.3576168335025423,reactor,
0,2017-03-27 00:31:00,-0.2787660623009532,-0.2948144377754282,1.07033548493053,290.0,-3.972924667157559,3.5677849497684337,reactor,
0,2017-03-27 00:32:00,0.3399171556251247,0.2567544135927688,1.199997237736692,300.0,-3.3288111678934778,3.99999079245564,reactor,
0,2017-03-27 00:33:00,1.0428549485562353,-0.2474076173788546,1.0679973174035098,310.0,-1.9588440813338293,3.5599910580117,reactor,
0,2017-03-27 00:34:00,-2.137338989099624,2.5620543746530977,0.7031185568596534,320.0,-0.1617473284529212,2.343728522865512,reactor,
0,2017-03-27 00:35:00,0.2943390860702647,0.2360406555898469,0.1849234617297106,330.0,1.6706187361046,0.6164115390990356,reactor,
0,2017-03-27 00:36:00,0.6045252750970115,-0.4100364032850984,-0.3735945448847461,340.0,3.138703217404853,-1.2453151496158203,reactor,
0,2017-03-27 00:37:00,-0.2425797783791414,-0.8828525247732468,-0.8506495525720915,350.0,3.9223875104988415,-2.8354985085736386,reactor,
0,2017-03-27 00:38:00,0.8757308938809415,-0.5365935617476371,-1.1422188123080048,360.0,3.8507877692447474,-3.8073960410266823,reactor,
0,2017-03-27 00:39:00,-0.8765822065554969,-1.3116721589940958,-1.1847250941295244,370.0,2.9395164529914104,-3.949083647098415,reactor,
0,2017-03-27 00:40:00,0.2057879449406315,1.5458903983036156,-0.6274175471021146,-0.0768406865156069,0.1096930189992185,1.5034402519926229,,
0,2017-03-27 00:41:00,0.1897626386282142,0.2116388388015462,0.0,0.0,-2.210737993954426,0.0,,
0,2017-03-27 00:42:00,-1.171770176051627,0.7162559598656794,0.544865069487942,10.0,-3.48332822749152,1.81621689829314,,
0,2017-03-27 00:43:00,1.0067866484852683,-2.037833624097908,0.9709212773935848,20.0,-3.996372135890381,3.2364042579786165,,
0,2017-03-27 00:44:00,-0.88926969907843,-1.3657489209594134,1.185266259689607,30.0,-3.637999522083895,3.9508875322986903,,
0,2017-03-27 00:45:00,0.077558920402381,-0.2781775404321586,1.1411616865425305,40.0,-2.486354214063524,3.803872288475101,,
0,2017-03-27 00:46:00,1.0866294996105106,-0.2978724047001211,0.8482246437587581,50.0,-0.7925546550083905,2.82741547919586,,
