timestamp,inp_quantity,cu_content,outp_quantity,inp_avg_hardness,on_off_mill_a,mill_b_power,mill_a_power,mill_b_load,mill_a_load,dummy_feature_tag
2020-01-01 00:00:00+00:00,876.0,0.0799747593278392,0.0,0.5074942351313535,1.0,,,306.99366298304244,677.3333490555316,1598.3143380046588
2020-01-01 01:00:00+00:00,1005.0,0.0799255135178722,891.0,0.5039533986602016,1.0,175.0,120.0,304.4214169584829,679.7139049167479,1592.978155792197
2020-01-01 02:00:00+00:00,960.0,0.0798827400638292,1005.0,0.514665965466251,1.0,175.0,120.0,305.57083727866336,675.3652675597336,1592.0777793957236
2020-01-01 03:00:00+00:00,970.0,0.0799661061560512,979.0,0.5202776146569709,1.0,175.0,120.0,311.9307109076992,672.7722326214849,1608.5643653445827
2020-01-01 04:00:00+00:00,984.0,0.0801529433572065,972.0,0.509662543343893,1.0,175.0,120.0,312.17402468161305,673.6731094182794,1610.1951834631186
2020-01-01 05:00:00+00:00,984.0,0.0801482961064575,979.0,0.5106657900605737,1.0,175.0,120.0,309.9838931651457,669.3176998277836,1599.2693793232206
2020-01-01 06:00:00+00:00,1003.0,0.0799805246582197,987.0,0.5113037403415942,1.0,175.0,120.0,312.1230184450287,674.1464031562427,1610.515458491329
2020-01-01 07:00:00+00:00,935.0,0.0798256896094687,1003.0,0.5109425739613735,1.0,300.0,90.0,304.3910535513604,672.3327346571506,1585.5058953112318
2020-01-01 08:00:00+00:00,960.0,0.0797266770532033,934.0,0.4991550130990682,1.0,300.0,90.0,308.6848857205555,672.8631124403527,1598.9177696020192
2020-01-01 09:00:00+00:00,948.0,0.0796735920692519,941.0,0.5018005729033548,1.0,300.0,90.0,306.5825825527422,669.6347834624471,1589.3825311206738
2020-01-01 10:00:00+00:00,966.0,0.0796047512237783,949.0,0.4986309498006535,1.0,300.0,90.0,305.7026639656143,671.8275498104318,1588.9355417072748
2020-01-01 11:00:00+00:00,949.0,0.0796893393289397,952.0,0.4942892378598644,1.0,300.0,90.0,307.08985467553,673.3045439508878,1594.5741079774778
2020-01-01 12:00:00+00:00,865.0,0.0795916271371621,945.0,0.4949851494771161,1.0,300.0,90.0,308.528213994978,670.324622406514,1595.9092643914478
2020-01-01 13:00:00+00:00,875.0,0.0796131265117969,881.0,0.4932482521454541,1.0,250.0,130.0,312.42189403689,677.1364242514912,1614.4021063621612
2020-01-01 14:00:00+00:00,873.0,0.0796853395528905,875.0,0.5028598358716361,1.0,250.0,130.0,311.882042746358,670.4590243539387,1606.1051525930127
2020-01-01 15:00:00+00:00,881.0,0.0795825723176934,871.0,0.49751569727938,1.0,250.0,130.0,308.1268639189601,678.9114382780904,1603.2920300349706
2020-01-01 16:00:00+00:00,863.0,0.0795540638768848,878.0,0.5029829919365694,1.0,250.0,130.0,313.1606416265566,677.9301176165377,1617.4120424962075
2020-01-01 17:00:00+00:00,889.0,0.0795841270576265,849.0,0.4945924095353247,1.0,250.0,130.0,313.7285877379001,676.5567040823554,1617.7424672960556
2020-01-01 18:00:00+00:00,1023.0,0.0795917140845242,885.0,0.4957869825486197,1.0,250.0,130.0,306.542061183083,677.4912233717887,1597.117406921038
2020-01-01 19:00:00+00:00,1087.0,0.0795040137444764,1028.0,0.496291001887413,1.0,175.0,100.0,308.2551118372295,679.290620130867,1604.0559556425555
2020-01-01 20:00:00+00:00,1060.0,0.0795001597758742,1091.0,0.4980046712409599,1.0,175.0,100.0,307.45437869320955,675.3035352731343,1597.666671352763
2020-01-01 21:00:00+00:00,1081.0,0.0795010778803022,1055.0,0.5036485338763621,1.0,175.0,100.0,308.0076253116779,671.4228737175898,1595.4457496526236
2020-01-01 22:00:00+00:00,1055.0,0.0795778252886467,1081.0,0.5199462311174388,1.0,175.0,100.0,310.0989481320016,676.9006122166816,1607.1974566126864
2020-01-01 23:00:00+00:00,1069.0,0.0795920515843398,1062.0,0.5120505476635537,1.0,175.0,100.0,307.4542415594849,674.0283242769269,1596.3910489553818
2020-01-02 00:00:00+00:00,1012.0,0.0796881472280806,1066.0,0.5125169408312835,1.0,175.0,100.0,309.6855558167634,675.673893499517,1604.730560949807
2020-01-02 01:00:00+00:00,986.0,0.0795063513180809,1008.0,0.5206378614249789,1.0,225.0,120.0,306.7867406999424,676.2686200149203,1596.6288421147476
2020-01-02 02:00:00+00:00,980.0,0.0795789690774433,972.0,0.5174235570703289,1.0,225.0,120.0,310.2344001527284,675.7826680001724,1606.4858684583576
2020-01-02 03:00:00+00:00,978.0,0.0797075540812093,978.0,0.5093331988158292,1.0,225.0,120.0,310.8644072378588,675.1975502025396,1607.790771916116
2020-01-02 04:00:00+00:00,983.0,0.0798639670533025,977.0,0.5231552250447999,1.0,225.0,120.0,310.4985275013038,677.9143325433342,1609.4099150472457
2020-01-02 05:00:00+00:00,984.0,0.0799504959066552,984.0,0.5242184857751442,1.0,225.0,120.0,305.7660195244172,672.2091744027484,1589.507232976
2020-01-02 06:00:00+00:00,770.0,0.0799110110121541,979.0,0.5222569992281072,1.0,225.0,120.0,309.19746010753653,671.7113413534503,1599.30372167606
2020-01-02 07:00:00+00:00,665.0,0.0800079169774571,752.0,0.5163218842462374,1.0,225.0,150.0,312.15098437451945,673.5743935323823,1610.0273466559404
2020-01-02 08:00:00+00:00,694.0,0.0798320064663167,677.0,0.5287038681934713,1.0,225.0,150.0,315.53688877151075,678.4972020110964,1625.1078683256287
2020-01-02 09:00:00+00:00,668.0,0.0798476399396746,696.0,0.5245129197274283,1.0,225.0,150.0,310.1240529928858,674.1473489335573,1604.5195079122147
2020-01-02 10:00:00+00:00,690.0,0.0798726489203922,664.0,0.512773162404172,1.0,225.0,150.0,312.80772466945024,676.9320049787418,1615.3551789870926
2020-01-02 11:00:00+00:00,684.0,0.079855953685435,685.0,0.5262252759623056,1.0,225.0,150.0,314.5576925109675,670.4197039584648,1614.0927814913675
2020-01-02 12:00:00+00:00,899.0,0.0800021932305685,678.0,0.5143217580099365,1.0,225.0,150.0,309.9163542384091,673.2467703095272,1602.9958330247546
2020-01-02 13:00:00+00:00,979.0,0.0799165542560641,908.0,0.5293732286255377,1.0,150.0,80.0,308.6158455557496,673.8703495271249,1599.7178861943737
2020-01-02 14:00:00+00:00,935.0,0.0798370875312142,978.0,0.5369710325572421,1.0,150.0,80.0,310.753696444271,673.395349746452,1605.6564390792648
2020-01-02 15:00:00+00:00,949.0,0.0800335443695247,931.0,0.5331754810844711,1.0,150.0,80.0,309.28513338736013,673.4857175105294,1601.34111767261
2020-01-02 16:00:00+00:00,935.0,0.0798535359677812,955.0,0.5443408371093964,1.0,150.0,80.0,303.8661283266485,677.7556129688951,1589.3539979488403
2020-01-02 17:00:00+00:00,948.0,0.079844055461201,942.0,0.5417047345791819,1.0,150.0,80.0,309.5696731076366,670.747866877175,1599.456886200085
2020-01-02 18:00:00+00:00,981.0,0.0798692088240795,952.0,0.5268375218225935,1.0,150.0,80.0,311.1011337874452,677.1398148535282,1610.4432162158637
2020-01-02 19:00:00+00:00,1010.0,0.0798327209450087,982.0,0.5174995413624768,1.0,200.0,120.0,307.70430814244025,673.2540247190437,1596.3669491463647
2020-01-02 20:00:00+00:00,982.0,0.0797875521103976,1012.0,0.5303590625663804,1.0,200.0,120.0,309.1394303254592,674.5905091473969,1602.0088001237743
2020-01-02 21:00:00+00:00,984.0,0.0797987285190219,975.0,0.5292329212133322,1.0,200.0,120.0,302.6994244393719,671.6411294218374,1579.7394027399532
2020-01-02 22:00:00+00:00,1037.0,0.0798955064202893,991.0,0.523116346576304,1.0,200.0,120.0,309.05619244928096,672.07384051501,1599.242417862853
2020-01-02 23:00:00+00:00,995.0,0.0798238139123055,1029.0,0.5284625327359982,1.0,200.0,120.0,300.6271820579455,675.2275564001839,1577.1091025740204
2020-01-03 00:00:00+00:00,913.0,0.0799036927209846,999.0,0.5333180867561509,1.0,200.0,120.0,312.7977940638822,672.4122862126146,1610.8056684042613
2020-01-03 01:00:00+00:00,866.0,0.0799972596923325,909.0,0.5223041561582464,1.0,250.0,130.0,310.5831705043766,671.7500205939633,1603.4995321070933
2020-01-03 02:00:00+00:00,839.0,0.0798428336640128,853.0,0.535888254045825,1.0,250.0,130.0,310.8591738852921,674.022046940285,1606.5995685961611
2020-01-03 03:00:00+00:00,867.0,0.0799220106558,843.0,0.5419501457296927,1.0,250.0,130.0,306.5881292694511,673.5990282713511,1593.3634160797046
2020-01-03 04:00:00+00:00,801.0,0.0800219362035541,861.0,0.5536732677209318,1.0,250.0,130.0,312.15857305318343,669.4977509059847,1605.973470065535
2020-01-03 05:00:00+00:00,812.0,0.0798916785042151,804.0,0.5513667259557489,1.0,250.0,130.0,312.90900409127875,675.023120846673,1613.7501331205092
2020-01-03 06:00:00+00:00,1006.0,0.0800563204184867,815.0,0.5462066546692756,1.0,250.0,130.0,312.0046766681056,676.5720733662711,1612.5861033705876
2020-01-03 07:00:00+00:00,1019.0,0.0800747830278491,1003.0,0.5447535851920781,1.0,150.0,100.0,308.8876777335989,675.121918837842,1601.7849520386385
2020-01-03 08:00:00+00:00,1033.0,0.0802223176064992,993.0,0.5345042946705307,1.0,150.0,100.0,308.7376463699445,672.424007331359,1598.6369464411923
2020-01-03 09:00:00+00:00,1031.0,0.0802204112023466,1032.0,0.5406107119292166,1.0,150.0,100.0,305.3760597185766,675.8498970656772,1591.978076221407
2020-01-03 10:00:00+00:00,1021.0,0.0802857232186975,1033.0,0.5437955090329027,1.0,150.0,100.0,314.4076047469186,679.0285606182962,1622.251374859052
2020-01-03 11:00:00+00:00,1053.0,0.0802991371882497,995.0,0.5488459152475322,1.0,150.0,100.0,308.8028834925486,674.956841761808,1601.3654922394535
2020-01-03 12:00:00+00:00,1018.0,0.0802540859061754,1056.0,0.5483743264480883,1.0,150.0,100.0,311.6282080090632,678.9182993350673,1613.802923362257
2020-01-03 13:00:00+00:00,1043.0,0.0803232969611993,1003.0,0.5393853752489919,1.0,200.0,90.0,303.45649682062265,672.667405967258,1583.036896429126
2020-01-03 14:00:00+00:00,1036.0,0.0805452067602903,1039.0,0.5392498217858462,1.0,200.0,90.0,304.9897260477725,672.6162686529527,1587.5854467962702
2020-01-03 15:00:00+00:00,1034.0,0.0806323560938696,1037.0,0.5374975449338082,1.0,200.0,90.0,310.7438982935741,671.2220168688175,1603.4537117495397
2020-01-03 16:00:00+00:00,1014.0,0.0807177335962576,1031.0,0.5316408013396957,1.0,200.0,90.0,308.6128069174088,677.5584860479121,1603.3969068001384
2020-01-03 17:00:00+00:00,1030.0,0.0807557522075307,1016.0,0.5310148054592121,1.0,200.0,90.0,310.4607054502269,670.6081610151612,1601.9902773658423
2020-01-03 18:00:00+00:00,922.0,0.080590747125488,1027.0,0.5385717603818727,1.0,200.0,90.0,311.1131729336289,677.0811776853132,1610.4206964862
2020-01-03 19:00:00+00:00,927.0,0.0805639905406254,922.0,0.538814959836714,1.0,200.0,130.0,307.8919963709815,673.8328711425443,1597.5088602554888
2020-01-03 20:00:00+00:00,911.0,0.0805547531330375,932.0,0.5549177107424326,1.0,200.0,130.0,309.7309612651921,670.1374359310169,1599.3303197265934
2020-01-03 21:00:00+00:00,894.0,0.0805550776852147,909.0,0.5535703075948929,1.0,200.0,130.0,311.24799288509263,676.9952630932343,1610.739241748512
